"title","field_oeuvre_code_value","field_oeuvre_realisee_value","field_oeuvre_description_value","field_oeuvre_dimensions_value","field_oeuvres_elem_techniques_value","field_oeuvre_edition_value","field_oeuvre_cout_prod_value","field_oeuvre_val_assurance_value","field_oeuvre_prix_vente_value","field_oeuvre_notes_value","field_oeuvre_memo_value","field_oeuvre_emplacement_value","field_oeuvre_collection_value","field_oeuvre_cout_prod_dol_value","field_oeuvre_val_assurance_dol_value","field_oeuvre_prix_vente_dol_value","field_oeuvre_publiable_value","field_oeuvres_notice_value","field_oeuvres_legende_value","field_oeuvres_dim_feet_value","field_sous_titre_value","field_oeuvre_date_value","field_courtesy_value","field_oeuvre_adresse_web_url","category","localisation","logicel","series","filepaths"
"Pixels City 6","2008-PC-PIXELSC6","non","-","Dimensions variables","Impression numérique
","-",0,0,0,"-","-","x","-",0,0,0,"non","-","-","Variable size",NULL,2008,NULL,"-","Impression","Inconnue","Eric Wenger","Pixels City",NULL
"Pixels City 7","2008-PC-PIXELSC7","non","-","Dimensions variables","Impression numérique
","-",0,0,0,"-","-","x","-",0,0,0,"non","-","-","Variable size",NULL,2008,NULL,"-","Impression","Inconnue","Eric Wenger","Pixels City",NULL
"Pixels City 8","2008-PC-PIXELSC8","non","-","Dimensions variables","Impression numérique
","-",0,0,0,"-","-","x","-",0,0,0,"non","-","-","Variable size",NULL,2008,NULL,"-","Impression","Inconnue","Eric Wenger","Pixels City",NULL
"Pixels City 9","2008-PC-PIXELSC9","non","-","Dimensions variables","Impression numérique
","-",0,0,0,"-","-","x","-",0,0,0,"non","-","-","Variable size",NULL,2008,NULL,"-","Impression","Inconnue","Eric Wenger","Pixels City",NULL
"Pixels Infini 1, 2008","2008-PI-PININF2","oui",NULL,"80 x 80 x 15 cm","Sérigraphie sur miroir sans tain, néons","Oeuvre unique",3200,12000,12000,"Le prix de vente de l'oeuvre de la galerie Tarasiève lors de l'exposition \"Pixels infini 2\" (2008) était de 6000 euros.
Le prix de vente de l'oeuvre de la galerie Antonio Prates lors de l'exposition \"Pixels Power\" (2010) était de 15000 euros.",NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Pixels Infini (blanc), Miguel Chevalier, 2008, Sérigraphie sur miroir sans tain, néons, 80 x 80 x 15 cm, Oeuvre unique","31,49 x 31,49 x 5,90 in","Blanc",2008,NULL,NULL,"Caisson lumineux","Inconnue",NULL,"Pixels Infini","sites/default/files/media/images/2010-e-lisbonne-12_1.jpg,sites/default/files/media/images/2012-e-quetignybarnoud2_0.jpg"
"Liquid Pixels 2008","2008-PL-LPAUVERS","oui","Château d'Auvers-sur-Oise (FRA)","25 x 9,20 m","L'œuvre comprend 2 vidéoprojecteurs, 1 PC et 1 caméra infrarouge.","Œuvre unique",NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Liquid Pixels, Miguel Chevalier, 2008, Installation de réalité virtuelle générative et interactive, 25 x 9,20 m, Œuvre unique","82 x 30,18 ft",NULL,2008,NULL,NULL,"Installation de réalité virtuelle interactive et générative","Inconnue","Logiciel Cyrille Henry","Pixels Liquides",NULL
"Pixels Liquide 2008","2008-PL-PLENGHIEN","oui","Festival Bains Numérique 3, façade de l’Église St Joseph, Enghien-les-Bains","12 x 30 m","L'œuvre comprend 3 vidéo-projecteurs, 2 PC et 1 caméra infrarouge.","Œuvre unique",NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Pixels Liquide, Miguel Chevalier, 2008, Installation de réalité virtuelle générative et interactive, 12 x 30 m, Œuvre unique ","39,37 x 98,42 ft",NULL,2008,NULL,NULL,"Installation de réalité virtuelle interactive et générative","Inconnue","Logiciel Cyrille Henry","Pixels Liquides",NULL
"Pixels Liquides 2008","2008-PL-PLTARASIEVE","oui","Loft 19 de la Galerie Suzanne Tarasiève Paris","4,7 x 8,70 m","L'œuvre comprend 2 vidéo-projecteurs 5000 Lumens, 1 ordinateur et 1 caméra infrarouge.","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Pixels Liquides, Miguel Chevalier, 2008, Installation de réalité virtuelle interactive et générative, 4,7 x 8,70 m, Oeuvre unique","15,4 x 28,5 ft",NULL,2008,NULL,NULL,"Installation de réalité virtuelle interactive et générative","Inconnue","Cyrille Henri","Pixels Liquides",NULL
"Flux holographique irisé 1","2008-RX-FHIRISE1","oui",NULL,"155 x 155 cm","Film rayé au laser, Plexiglas et châssis en bois, présence d'un cadre noir ","Oeuvre unique",NULL,NULL,NULL,NULL,"Le prix de vente de l'oeuvre de la galerie Tarasiève lors de l'exposition \"Fractal Flowers 2008\" était de 12000 euros. ","La Fabrika, Ivry-sur-Seine, Bâtiment Prudhon, grande salle (Etagère 2: R1, L2)",NULL,NULL,NULL,NULL,"oui",NULL,"Flux holographique irisé 1, Miguel Chevalier, 2008, Film rayé au laser, plexiglas, et châssis en bois, présence d'un cadre noir, 155 x 155 cm, Oeuvre unique","61,02 x 61,02 in",NULL,2008,NULL,NULL,"Film holographique","Atelier",NULL,"Réseaux",NULL
"Flux holographique irisé 2","2008-RX-FHIRISE2","oui",NULL,"152 x 152 cm","Film rayé au laser, plexiglas, présence d'un cadre noir ","Oeuvre unique",NULL,NULL,NULL,"L'œuvre est signée, datée et titrée par l'artiste. Présence d'une étiquette avec le numéro d'inventaire.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Prudhon, grande salle",NULL,NULL,NULL,NULL,"oui",NULL,"Flux holographique irisé 2, Miguel Chevalier, 2008, Film rayé au laser, Plexiglas, 152 x 152 cm, Oeuvre unique","59,9 x 59,9 in",NULL,2008,NULL,NULL,"Impression","Atelier",NULL,"Réseaux",NULL
"Flux holographique orange fluo","2008-RX-FHORANGE","oui",NULL,"152 x 152 cm","Film rayé au laser, Plexiglas
","Oeuvre unique",NULL,NULL,NULL,"L'œuvre est signée, datée et titrée par l'artiste. Présence d'une étiquette avec le numéro d'inventaire.",NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Prudhon, grande salle",NULL,NULL,NULL,NULL,"oui",NULL,"Flux holographique orange fluo, Miguel Chevalier, 2016, Film rayé au laser, Plexiglas, 152 x 152 cm, Oeuvre unique","59,9 x 59,9 in",NULL,2008,NULL,NULL,"Film holographique","Atelier",NULL,"Réseaux",NULL
"Flux holographique rouge fluo","2008-RX-FHROUGE","oui","-","150 x 150 cm","Film rouge rayé au laser, plexiglas sur Dibon","Oeuvre unique",0,0,0,"-","-","La Fabrika, Ivry-sur-Seine, Bâtiment Prudhon, grande salle (Etagère 2: R1, L2)","-",0,0,0,"non","-","Flux holographique rouge fluo, Miguel Chevalier, 2008, Film rouge rayé au laser, plexiglas sur Dibon, 150 x 150 cm, Oeuvre unique","59,05 x 59,05 in","-",2008,"-","http://www.miguel-chevalier.com/fr","Film holographique","Atelier","-","Réseaux","sites/default/files/media/images/2008-rx-fhrougetar.jpg,sites/default/files/media/images/2008-e-parisloft19-1_0.jpg"
"Flux holographique vert fluo","2008-RX-FHVERT","oui",NULL,"155 x 155 cm","Film rayé au laser, plexiglas ","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Prudhon, entrée (exposé)","Collection de l'artiste",NULL,NULL,NULL,"non",NULL,"Flux holographique vert fluo, Miguel Chevalier, 2008, Film rayé au laser, plexiglas, 155 x 155 cm, Oeuvre unique","61,02 x 61,02 in",NULL,2008,NULL,NULL,"Film holographique","Atelier",NULL,"Réseaux",NULL
"Sur-Natures","2008-SN-ANVERS/OISE(1)","oui","Château d'Auvers-sur-Oise (Fra)","28 x 8 m","4 vidéoprojeteurs, 3 PCs, 3 caméras infrarouges","-",0,0,0,"-","-","x","-",0,0,0,"non","-","-","-","Château d'Anvers sur Oise",2008,NULL,"-","Installation de réalité virtuelle interactive et générative","Inconnue","Music2eye","Sur-Natures",NULL
"Nymphéas numériques","2008-SN-NYMPHEASNUM","oui","-","-","1 vidéo-projecteur 5000 Lumens, 1 ordinateur, le logiciel Sur-Natures.","Oeuvre unique",NULL,NULL,NULL,"-","-","-",NULL,NULL,NULL,NULL,"non","-","Nymphéas numériques, Miguel Chevalier, 2008, Installation de réalité interactive et générative, Oeuvre unique","-",NULL,2008,NULL,NULL,"Installation de réalité virtuelle interactive et générative","Inconnue","Logiciel : Music2eye","Sur-Natures",NULL
"Ultra-Natureza","2008-SN-UNSÃOPAOLO","oui","Présenté dans le cadre de l'exposition Emoção Art.ficial 4.0 organisée par le Centre Culturel Itaú, Station de métro Paraiso, Sao Paulo, Brésil","10 x 3 m","L'installation comprend: 2 vidéo-projecteurs de 6000 Lumens, 1 PC, 1 caméra infrarouge.","Oeuvre unique",NULL,NULL,NULL,"-","-","Centre Culturel Itaú","-",NULL,NULL,NULL,"non","-","Ultra-Natureza, Miguel Chevalier, 2008, Installation de réalité générative et interactive, 10 x 3 m, Oeuvre unique","32,80 x 9,84 ft",NULL,2008,NULL,NULL,"Installation de réalité virtuelle interactive et générative","Vendu","Logiciel : Music2eye","Sur-Natures","sites/default/files/media/images/2008-sn-unsaopaolo1.jpg,sites/default/files/media/images/2008-sn-unsaopaolo2_0.jpg,sites/default/files/media/images/2008-sn-unsaopaolo3.jpg"
"Paysage imaginaire 1","2008-VY-PIMAGINAIRE1","oui",NULL,"80 x 60 cm","Tirage lambda sur Kodak brillant sous Diasec ","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 2: R1, L4)",NULL,NULL,NULL,NULL,"oui",NULL,"Paysage imaginaire 1, Miguel Chevalier, 2008, Tirage lambda sur Kodak brillant sous Diasec, 80 x 60 cm, Oeuvre unique","31,5 x 23,62 inch",NULL,2008,NULL,NULL,"Impression","Atelier",NULL,"Voyage",NULL
"Territoire imaginaire 1","2008-VY-TIMAGINAIRE1","oui",NULL,"80 x 60 cm","Tirage lambda sur Kodak brillant sous Diasec","Oeuvre unique",500,NULL,NULL,"Le prix de vente de l'oeuvre de la galerie Tarasiève lors de l'exposition \"Pixels liquides 2008\" était de 3000 euros.
Le prix de vente de l'oeuvre de la galerie Antonio Prates lors de l'exposition \"Pixels Power 2010\" était de 3900 euros.
La pièce fut vendue et la facture établie le 6 octobre 2011.",NULL,"Collectionneur",NULL,NULL,NULL,NULL,"oui",NULL,"Territoire imaginaire 1, Miguel Chevalier, 2008, Tirage lambda sur Kodak brillant sous Diasec, 80 x 60 cm, Oeuvre unique","31,5 x 23,62 in",NULL,2008,NULL,"-","Impression","Vendu",NULL,"Voyage","sites/default/files/media/images/2010-e-lisbonne-4_1.jpg"
"Territoire imaginaire 10","2008-VY-TIMAGINAIRE10","oui",NULL,"80 x 60 cm","Tirage lambda sur Kodak brillant sous Diasec","Oeuvre unique",NULL,NULL,NULL,"Signé au dos par l'artiste","Le prix de vente de l'oeuvre de la galerie Tarasiève lors de l'exposition \"Pixels liquides 2008\" était de 3000 euros.","La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 2: R1, L4)",NULL,NULL,NULL,NULL,"oui",NULL,"Territoire imaginaire 10, Miguel Chevalier, 2008, Tirage lambda sur Kodak brillant sous Diasec, 80 x 60 cm, Oeuvre unique","31,5 x 23,62 in",NULL,2008,NULL,NULL,"Impression","Atelier",NULL,"Voyage",NULL
"Territoire imaginaire 2","2008-VY-TIMAGINAIRE2","oui","-","80 x 60 cm","Tirage lambda sur Kodak brillant sous Diasec
","Oeuvre unique",500,0,0,"Le prix de vente de l'oeuvre de la galerie Tarasiève lors de l'exposition \"Pixels liquides 2008\" étair de 3000 euros.
Le prix de vente de l'oeuvre de la galerie Antonio Prates lors de l'exposition \"Pixels Power 2010\" était de 3900 euros.
La pièce fut vendue et la facture établie le 6 octobre 2011.","-","Collectionneur","-",0,0,0,"non","-","Territoire imaginaire 2, Miguel Chevalier, 2008, Tirage lambda sur Kodak brillant sous Diasec, 80 x 60 cm, Oeuvre unique","31,5 x 23,62 inch",NULL,2008,NULL,"-","Impression","Vendu","-","Voyage","sites/default/files/media/images/2010-e-lisbonne-4_2.jpg"
"Territoire imaginaire 3","2008-VY-TIMAGINAIRE3","oui",NULL,"80 x 60 cm","Tirage lambda sur Kodak brillant sous Diasec ","Oeuvre unique",NULL,NULL,NULL,"Signé au dos par l'artiste","Le prix de vente de l'oeuvre de la galerie Tarasiève lors de l'exposition \"Pixels liquides 2008\" était de 3000 euros.","La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 2: R1, L4)",NULL,NULL,NULL,NULL,"oui",NULL,"Territoire imaginaire 3, Miguel Chevalier, 2008, Tirage lambda sur Kodak brillant sous Diasec, 80 x 60 cm, Oeuvre unique","31,5 x 23,62 in",NULL,2008,NULL,NULL,"Impression","Atelier",NULL,"Voyage",NULL
"Territoire imaginaire 4","2008-VY-TIMAGINAIRE4","oui",NULL,"80 x 60 cm","Tirage lambda sur Kodak brillant sous Diasec ","Oeuvre unique",NULL,NULL,NULL,NULL,"Le prix de vente de l'oeuvre de la galerie Tarasiève lors de l'exposition \"Pixels liquides 2008\" était de 3000 euros.","La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 2: R1, L4)","Collection de l'artiste",NULL,NULL,NULL,"oui",NULL,"Territoire imaginaire 4, Miguel Chevalier, 2008, Tirage lambda sur Kodak brillant sous Diasec, 80 x 60 cm, Oeuvre unique","31,5 x 23,62 in",NULL,2008,NULL,NULL,"Impression","Atelier",NULL,"Voyage",NULL
"Territoire imaginaire 5","2008-VY-TIMAGINAIRE5","oui",NULL,"80 x 60 cm","Tirage lambda sur Kodak brillant sous Diasec ","Oeuvre unique",NULL,NULL,NULL,NULL,"Le prix de vente de l'oeuvre de la galerie Tarasiève lors de l'exposition \"Pixels liquides 2008\" était de 3000 euros.","La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 2: R1, L4)",NULL,NULL,NULL,NULL,"oui",NULL,"Territoire imaginaire 5, Miguel Chevalier, 2008, Tirage lambda sur Kodak brillant sous Diasec, 80 x 60 cm, Oeuvre unique","31,5 x 23,62 inch",NULL,2008,NULL,NULL,"Impression","Atelier",NULL,"Voyage",NULL
"Territoire imaginaire 6","2008-VY-TIMAGINAIRE6","oui",NULL,"80 x 60 cm","Tirage lambda sur Kodak brillant sous Diasec ","Oeuvre unique",NULL,NULL,NULL,"Offert par Miguel à l'artiste Felice Varini","Le prix de vente de l'oeuvre de la galerie Tarasiève lors de l'exposition \"Pixels liquides 2008\" était de 3000 euros.","Collection privée","Collection Felice Varini",NULL,NULL,NULL,"oui",NULL,"Territoire imaginaire 6, Miguel Chevalier, 2008, Tirage lambda sur Kodak brillant sous Diasec, 80 x 60 cm, Oeuvre unique","31,5 x 23,62 in",NULL,2008,NULL,NULL,"Impression","Vendu",NULL,"Voyage",NULL
"Territoire imaginaire 7","2008-VY-TIMAGINAIRE7","oui",NULL,"80 x 60 cm","Tirage lambda sur Kodak brillant sous Diasec ","Oeuvre unique",NULL,NULL,NULL,"2012, exposition galerie Janos, Paris","Le prix de vente de l'oeuvre de la galerie Tarasiève lors de l'exposition \"Pixels liquides 2008\" était de 3000 euros.","La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 2: R1, L4)",NULL,NULL,NULL,NULL,"oui",NULL,"Territoire imaginaire 7, Miguel Chevalier, 2008, Tirage lambda sur Kodak brillant sous Diasec, 80 x 60 cm, Oeuvre unique","31,5 x 23,62 in",NULL,2008,NULL,NULL,"Impression","Atelier",NULL,"Voyage",NULL
"Territoire imaginaire 8","2008-VY-TIMAGINAIRE8","oui",NULL,"80 x 60 cm","Tirage lambda sur Kodak brillant sous Diasec ","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 2: R1, L4)",NULL,NULL,NULL,NULL,"oui",NULL,"Territoire imaginaire 8, Miguel Chevalier, 2008, Tirage lambda sur Kodak brillant sous Diasec, 80 x 60 cm, Oeuvre unique","31,5 x 23,62 in",NULL,2008,NULL,NULL,"Impression","Atelier",NULL,"Voyage",NULL
"Territoire imaginaire 9","2008-VY-TIMAGINAIRE9","oui",NULL,"80 x 60 cm","Tirage lambda sur Kodak brillant sous Diasec ","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Jean Jaurès (Salle 4, Etagère 2: R2, L3)",NULL,NULL,NULL,NULL,"oui",NULL,"Territoire imaginaire 9, Miguel Chevalier, 2008, Tirage lambda sur Kodak brillant sous Diasec, 80 x 60 cm, Oeuvre unique","31,5 x 23,62 in",NULL,2008,NULL,NULL,"Impression","Atelier",NULL,"Voyage",NULL
"Constellations numériques","2009-CN-CONSTELLATIONSNUMERIQUES","oui",NULL,"155 x 92 cm","L'oeuvre comprend 1 écran LCD 65 pouces, sa platine de fixation murale et 1 ordinateur Shuttle","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"Collectionneur","Collection Jean et Colette Cherqui",NULL,NULL,NULL,"oui",NULL,"Constellations numériques, Miguel Chevalier, 2009, Oeuvre de réalité virtuelle générative, 155 x 92 cm, Oeuvre unique","61 x 36,22 in",NULL,2009,NULL,NULL,"Installation de réalité virtuelle générative","Vendu","Cyrille Henry","Constellations Numériques",NULL
"Digital Flocons","2009-DX-GETTIERS/CHINAILLON","oui","Piste des Gettiers, Grand Bornan / Chinaillon, Biennale d'Art contemporain en Vallées e Thônes organisé par l'Association Acte 3 en 2010","150 x 80 m","Installation de réalité virtuelle interactive et générative, 2 vidéoprojecteurs, 2 PC, 2 caméras infrarouges","Œuvre unique",NULL,NULL,NULL,NULL,NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Digital Flocons, Miguel Chevalier, 2009, Installation de réalité virtuelle interactive et générative, 150 x 80 m, Oeuvre unique","492 x 262 ft",NULL,2009,NULL,NULL,"Installation de réalité virtuelle interactive et générative","Inconnue","Logiciel Cyrille Henry","Digital Cristaux",NULL
"Vague Binaire","2009-EB-VAGUEBINAIRE1","oui",NULL,"150 x 100 x 10 cm","Impression sur PS blanc collée sur bois ","Oeuvre unique",1000,12000,12000,"L'oeuvre est signée au dos par l'artiste. Oeuvre fixée au mur. Œuvre produite à Brasilia.","Le prix de vente de l'oeuvre de la galerie Antonio Prates lors de l'exposition \"Pixels Power 2010\" était de 10800 euros.
Le prix de vente de l'oeuvre de la galerie Georges Verney-Carron lors de l'exposition \"Power Pixels 2009\" était de 12000 euros.","La Fabrika, Ivry-sur-Seine",NULL,NULL,NULL,NULL,"oui",NULL,"Vague Binaire - Brasilia, Miguel Chevalier, Impression sur PS blanc, 150 x 100 x 10 cm, Oeuvre unique","59,05 x 39,37 x 3,93 in","Brasilia",2009,NULL,NULL,"Impression","Atelier",NULL,"Etat Binaire","sites/default/files/media/images/2009-e-lyoncarron1.jpg,sites/default/files/media/images/2010-e-lisbonne-7_1.jpg"
"Fractal Flowers","2009-FF-BRASILIA(J/V)","oui",NULL,"150 x 100 x 10 cm","Impression sur PS blanc ","Oeuvre unique",800,NULL,NULL,NULL,"Le prix de vente de l'oeuvre de la galerie Antonio Prates lors de l'exposition \"Pixels Power 2010\" était de 10800 euros. Le prix de vente de l'oeuvre de la galerie Georges Verney-Carron lors de l'exposition \"Power Pixels 2009\" était de 12000 euros.","La Fabrika, Ivry sur Seine",NULL,NULL,NULL,NULL,"oui",NULL,"Fractal Flowers - Brasilia -jaune et vert, Miguel Chevalier, Impression sur PS blanc, 150 x 100 x 10 cm, Oeuvre unique","59,05 x 39,37 x 3,93 in","Brasilia - jaune et vert",2009,NULL,NULL,"Impression","Atelier",NULL,"Fractal Flowers","sites/default/files/media/images/2010-e-lisbonne-6_2.jpg"
"Fractal Flowers - Couronne","2009-FF-BRASILIA-COURONNE","oui",NULL,"1,5 m Ø","Impression sur EVA blanc découpée au laser","Oeuvre unique",NULL,NULL,NULL,NULL,"Le prix de vente de l'oeuvre de la galerie Georges Verney-Carron lors de l'exposition \"Power Pixels 2009\" était de 6000 euros.","La Fabrika, Ivry-sur-Seine (escalier)",NULL,NULL,NULL,NULL,"non",NULL,"Fractal Flowers Brasilia - Couronne, Miguel Chevalier, 2009, Impression sur EVA blanc découpée au laser, 1,5 m Ø, Oeuvre unique","4,92 ft Ø","Brasilia",2009,NULL,NULL,"Impression","Atelier",NULL,"Fractal Flowers",NULL
"Fractal Flowers - Lilus","2009-FF-BRASILIA-LILUS","oui",NULL,"1,5 m Ø","Impression sur EVA blanc découpé au laser","Oeuvre unique",NULL,NULL,NULL,NULL,"Le prix de vente de l'oeuvre de la galerie Georges Verney-Carron lors de l'exposition \"Power Pixels 2009\" était de 6000 euros.","La Fabrika, Ivry-sur-Seine ",NULL,NULL,NULL,NULL,"oui",NULL,"Fractal Flowers - Lilus - Brasilia, Miguel Chevalier, 2009, Impression sur EVA blanc découpé au laser, 1,5 m Ø, Oeuvre unique","4,92 in Ø","Brasilia",2009,NULL,NULL,"Impression","Atelier",NULL,"Fractal Flowers",NULL
"Fractal Flowers Brasilia 2009","2009-FF-BRASILIA-METRO","oui","Après l’expérience des Sur-natures, jardins virtuels exposés dans de très nombreux pays, le nouvelle oeuvre intitulée \"Fractal Flowers\" présente une nouvelle génération de fleurs et de jardins virtuels.

Il s’agit de fleurs géantes fractales de différentes couleurs et formes, générées à l’infini grâce à un logiciel inédit. Cette oeuvre s'appuie sur un principe génératif et interactif créant des graines virtuelles autonomes, qui naissent aléatoirement, grandissent, s’épanouissent et meurent, tout en réagissant au passage des visiteurs. Elles dévoilent des fleurs aux formes beaucoup plus affirmées et stylisées que les Sur-Natures, poussées à l'extrême de leur géométrisation.

Nous sommes ici dans un univers végétal très intriguant, peuplé de fleurs-cristal à la structure filaire, rappelant les facettes d'un diamant, qui ont à la fois une réelle monumentalité par leurs formes géométriques et en même temps un aspect évanescent lorsque, en quelques secondes, elles s'évaporent dans l'air. Le gigantisme de ces fleurs, leur capacité à suivre du regard le visiteur quand il se déplace, crée un étrange et mystérieux, voire troublant dialogue avec lui. Les fleurs se courbent comme pour faire une révérence et l’accueillir dans la virtualité de cet intriguant jardin. Elles déploient alors leurs plus belles couleurs, leurs plus incroyables formes, s'observent entre elles, se confondent sur les fonds colorés, se penchent vers lui comme pour regarder de plus près sa réalité, pour enfin disparaître sous son regard fasciné et ému de ce rapport si vivant avec un objet virtuel qu'il ne reverra jamais."," 14 x 3,20 m"," 2 vidéoprojecteurs, 1 PC, 1 caméra infrarouge","Oeuvre unique",NULL,NULL,NULL,"Installation réalisée dans la station de métro Galeria, Brasilia (BRA)",NULL,"-",NULL,NULL,NULL,NULL,"oui",NULL,"Fractal Flowers, Miguel Chevalier, Installation de réalité virtuelle générative et interactive, 14 x 3,20 m, Oeuvre unique","45,93 x 10,49 ft",NULL,2009,NULL,NULL,"Installation de réalité virtuelle interactive et générative","Inconnue","Logiciel: Cyrille Henry ","Fractal Flowers","sites/default/files/media/images/2009-ff-metrobrasilia3.jpg,sites/default/files/media/images/2009-ff-metrobrasilia2.jpg,sites/default/files/media/images/2009-ff-metrobrasilia1.jpg"
"Fractal Flowers - Orange","2009-FF-BRASILIA-ORANGE","oui",NULL,"1,5 m Ø","Impressions sur Forex blanc découpé, chassis en bois","Oeuvre unique",NULL,NULL,NULL,NULL,NULL,"La Fabrika, Ivry-sur-Seine, Bâtiment Prudhon, grande salle (exposé)",NULL,NULL,NULL,NULL,"non",NULL,"Fractal Flowers - Orange, Miguel Chevalier, 2009, Impressions sur Forex découpé, chassis en bois, 1,5 m Ø, Oeuvre unique","4,92 ft Ø","Brasilia",2009,NULL,NULL,"Impression","Atelier",NULL,"Fractal Flowers",NULL
"Fractal Flowers 1 & 2 ","2009-FF-BRASILIA1&2(SERIEROUGE)","oui",NULL,"2 x (150 x 100 x 10 cm)","Impression sur PS blanc","Oeuvre unique",1600,NULL,NULL,"Les \"Fractal Flowers 1 & 2\" constituent une pièce unique. La pièce numéro 2 est signée au dos par l'artiste.
Le prix de vente de la galerie Antonio Prates lors de l'exposition \"Pixels Power 2010\" était de 17600 euros.
Le prix de vent de la galerie Georges Verney-Carron lors de l'exposition \"Power Pixels 2009\" était de 20000 euros.","La galerie garda le diptyque après la fin de l'exposition personnelle de Miguel Chevalier pour le montrer dans une exposition collective.","-",NULL,NULL,NULL,NULL,"oui",NULL,"Fractal Flowers 1 & 2 - Brasilia 2009 - Série rouge, Miguel Chevalier, Impression sur PS blanc, 2 x (150 x 100 x 10 cm), Oeuvre unique","2 x (59,05 x 39,37 x 3,93 in)","Brasilia 2009, Série rouge (diptyque)",2009,NULL,NULL,"Impression","Inconnue",NULL,"Fractal Flowers","sites/default/files/media/images/2010-e-lisbonne-3_1.jpg"
"Fractal Flowers - Brasilia 1 - Bleu","2009-FF-BRASILIA1BLEU","oui",NULL,"200  x 100 cm","Impressions/sublimations sur tulle","Oeuvre unique",1500,NULL,NULL,NULL,"Le prix de vente de la galerie Antonio Prates lors de l'exposition \"Pixels Power 2010\" était de 16500 euros. Le prix de vente de l'oeuvre de la galerie Georges Verney-Carron lors de l'exposition \"Power Pixels 2009\" était de 16000 euros.","-",NULL,NULL,NULL,NULL,"oui",NULL,"Fractal Flowers - Brasilia 1 - Bleu, Miguel Chevalier, Impressions/sublimations sur tulle, 200  x 100 cm, Oeuvre unique","78,74  x  39,37 in",NULL,2009,NULL,NULL,"Impression","Inconnue",NULL,"Fractal Flowers","sites/default/files/media/images/2010-e-lisbonne-5_1.jpg"
"Fractal Flowers - Brasilia 2 - Rose","2009-FF-BRASILIA2ROSE","oui",NULL,"200 x 100 cm","Impressions/sublimations sur tulle
","Oeuvre unique",1500,NULL,NULL,"Le prix de vente de la galerie Antonio Prates lors de l'exposition \"Pixels Power 2010\" à Lisbonne était de 16500 euros. ","L'oeuvre est restée à la galerie Antonio Prates.","-",NULL,NULL,NULL,NULL,"oui",NULL,"Fractal Flowers - Brasilia 2 - Rose, Miguel Chevalier, Impressions/sublimations sur tulle, 200 x 100 cm, Oeuvre unique","78,74 x 39,37 in",NULL,2009,NULL,NULL,"Impression","Inconnue",NULL,"Fractal Flowers","sites/default/files/media/images/2010-e-lisbonne-5_2.jpg"
"Fractal Flowers ","2009-FF-BRASILIAVIOLET","oui",NULL,"150 x 100 x 10 cm","Impression sur PS blanc ","Oeuvre unique",800,NULL,NULL,"L'oeuvre est signée au dos par l'artiste.","Le prix de vente de l'oeuvre de la galerie Antonio Prates lors de l'exposition \"Pixels Power 2010\" était de 10800 euros.
Le prix de vente de l'oeuvre de la galerie Georges Verney-Carron lors de l'exposition \"Power Pixels 2009\" était de 12000 euros.","La Fabrika, Ivry sur Seine",NULL,NULL,NULL,NULL,"oui",NULL,"Fractal Flowers - Brasilia - noir et violet, Miguel Chevalier, Impression sur PS blanc, 150 x 100 x 10 cm, Oeuvre unique","59,05 x 39,37 x 3,93 in","Brasilia - noir et violet",2009,NULL,NULL,"Impression","Atelier",NULL,"Fractal Flowers","sites/default/files/media/images/2009-e-lyoncarron1_0.jpg,sites/default/files/media/images/2010-e-lisbonne-6_1.jpg"
