"title","field_expo_lieu_value","field_expo_type_value","field_expo_dates_value","field_expo_dates_value2","field_expo_curator_value","field_expo_code_value","filepaths"
" L'algorithme pixelisé, \"Une Nuit d'Art-ventures 2005\"","Place Saint-Sulpice, Paris (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-PARISNUITDART",NULL
"+ - Dense","Galerie du Petit Château, Sceaux (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-SCEAUX",NULL
"10 ans","Centre d'art contemporain Bouvet Ladubay, 49400 Saumur (FRA)","groupe","2001-06-27T00:00:00","2001-09-30T00:00:00",NULL,"2001-E-SAUMUR",NULL
"10 ans d'édition 1982/1992","Fort Napoléon, La Seyne-sur-Mer (FRA)","groupe","1993-01-01T00:00:00","1993-01-01T00:00:00",NULL,"1993-E-SEYNESURMER",NULL
"1899/1999 - Le Passage du Siècle","Passage de Retz, Paris (FRA)","groupe","1999-01-01T00:00:00","1999-01-01T00:00:00",NULL,"1999-E-PARISRETZ",NULL
"1er contact","Le Cube, Ville d'Issy-les-Moulineaux, (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-ISSYLESMOULINEAUX",NULL
"2050 - Une brève histoire de l'avenir"," Musées royaux des Beaux-Arts de Belgique, 3, Rue de la Régence / Regentschapsstraat 1000 Bruxelles, Belgique","perso","2015-09-11T00:00:00","2016-01-24T00:00:00","Pierre-Yves Desaive, Jennifer Beauloye, Jacques Attali","2015-E-BRUXELLES",NULL
"51 artistes éditées par Eric Linard","Espace Saint Louis, Avignon (FRA)","groupe","2002-01-01T00:00:00","2002-01-01T00:00:00",NULL,"2002-E-AVIGNON",NULL
"51e Salon d'Art Contemporain de Montrouge","Montrouge (FRA)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-MONTROUGE",NULL
"80 artistes autour du Mondial","Galerie Enrico Navarra, Paris (FRA)","groupe","1998-01-01T00:00:00","1998-01-01T00:00:00",NULL,"1998-E-PARISNAVARRA",NULL
"?","New york","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2006-E-NEWYORK","sites/default/files/media/images/2006-e-newyork-1.jpg,sites/default/files/media/images/2006-e-newyork-2.jpg,sites/default/files/media/images/2006-e-newyork-3.jpg,sites/default/files/media/images/2006-e-newyork-4.jpg,sites/default/files/media/images/2006-e-newyork-5.jpg"
"A Light Odyssey","Galerie Messine, Paris (FRA)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-PARISMESSINE1","sites/default/files/media/images/2010-e-parismessine1-2.jpg,sites/default/files/media/images/2010-e-parismessine1-3.jpg,sites/default/files/media/images/2010-e-parismessine1-1.jpg"
"Abstract X ED 2","Galerie Aeroplastic, 186 rue Washington, B-1050, Bruxelles (BEL)","groupe","2017-06-16T00:00:00","2017-07-16T00:00:00","Jérôme Jacobs, Galerie Aeroplastics","2017-E-BRUXELLESWASHINGTON2",NULL
"Accrochage","Espace art et compagnie, Paris","groupe","1988-01-01T00:00:00","1988-01-01T00:00:00",NULL,"1988-E-PARISESPACEART",NULL
"ACM Siggraph","Dallas","groupe","1986-01-01T00:00:00","1986-01-01T00:00:00",NULL,"1986-E-DALLAS",NULL
"Acquisitions 2000","Fonds départemental d'art contemporain Val-de-Marne, Créteil (FRA)","groupe","2001-01-01T00:00:00","2001-01-01T00:00:00",NULL,"2001-E-CRETEIL",NULL
"Acquisitions du FNAC","Centre national des arts plastiques, Paris (FRA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-PARISCNAP",NULL
"Adamà","PaRDes Laboratorio di Ricerca d'Arte Contemporanea, Via Miranese 42 - Mirano, Venezia, Italie","groupe","2011-05-15T00:00:00","2011-07-17T00:00:00","Maria Luisa Trevisan","2011-E-MIRANO","sites/default/files/media/images/2004-vd-voyagesdvd10.jpg,sites/default/files/media/images/2004-vd-voyagesdvd9.jpg,sites/default/files/media/images/2004-vd-voyagesdvd7.jpg,sites/default/files/media/images/2004-vd-voyagesdvd5.jpg,sites/default/files/media/images/2004-vd-voyagesdvd4.jpg,sites/default/files/media/images/2004-vd-voyagesdvd3_0.jpg,sites/default/files/media/images/2004-vd-voyages6.jpg,sites/default/files/media/images/2004-vd-voaygesdvd8.jpg"
"Al Musica","Philarmonie de Paris, (FRA)","groupe","2018-04-06T00:00:00","2018-10-19T00:00:00",NULL,"2018-E-PARISPHIL",NULL
"Aller-Retour","Kwangju (KOR)","groupe","2000-03-29T00:00:00","2000-06-07T00:00:00","Kwangsu Oh et Lee Subin","2000-E-KWANGJU",NULL
"Amsterdam","amsterdam","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2010-E-AMSTERDAM","sites/default/files/media/images/2010-e-amsterdam-4.jpg,sites/default/files/media/images/2010-e-amsterdam-3.jpg,sites/default/files/media/images/2010-e-amsterdam-2.jpg,sites/default/files/media/images/2010-e-amsterdam-1.jpg"
"Anthropométrie","Galleria Vivita 2, Firenze (ITA)","perso","1990-10-13T00:00:00","1990-11-24T00:00:00","Galleria Vivita 2, Borgo San Frediano 69R, Florence, (ITA)","1990-E-FLORENCE","sites/default/files/media/images/1990-e-anthropometrieflorence3.jpg,sites/default/files/media/images/1990-e-anthropometrieflorence2_0.jpg,sites/default/files/media/images/1990-e-anthropometrieflorence1.jpg,sites/default/files/media/images/1990-e-anthropometrieinvitr_0.jpg,sites/default/files/media/images/1990-e-anthropometrieinvitv.jpg"
"Anthropométrie","Puits de l'Hôpital, Le Réservoir, Le Kremlin-Bicêtre (FRA)","perso","1990-06-09T00:00:00","1990-07-01T00:00:00",NULL,"1990-E-KREMLINBICETRE",NULL
"Aparté 2","Ecole des beaux-arts dans divers hôtels de la ville, Reims (FRA)","groupe","1997-01-01T00:00:00","1997-01-01T00:00:00",NULL,"1997-E-REIMS",NULL
"Arabesques Numériques","IFM, Marrakech (MAR)","perso","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-MARRAKECH","sites/default/files/media/images/2005-e-marrakech-9.jpg,sites/default/files/media/images/2005-e-marrakech-7.jpg,sites/default/files/media/images/2005-e-marrakech-8.jpg,sites/default/files/media/images/2005-e-marrakech-10.jpg,sites/default/files/media/images/2005-e-marrakech-6.jpg,sites/default/files/media/images/2005-e-marrakech-5.jpg,sites/default/files/media/images/2005-e-marrakech-4.jpg,sites/default/files/media/images/2005-e-marrakech-3.jpg,sites/default/files/media/images/2005-e-marrakech-1.jpg,sites/default/files/media/images/2005-e-marrakech-2.jpg"
"Arabesques numériques 2","Palais Ksar Char Bagh, Marrakech (MAR)","perso","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-MARRAKECH",NULL
"Arborescence 04","Ecole Supérieure d'Art d'Aix, Aix-en-Provence (FRA)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-AIXENPROVENCE",NULL
"Archisculpture","Isle-sur-la-Sorgue","groupe","2015-05-14T00:00:00","2015-11-01T00:00:00",NULL,"2015-E-ISLESURSORGUE",NULL
"ARCO 1995","Espace d'art Yvonamor Palix, Madrid (ESP)","groupe","1995-01-01T00:00:00","1995-01-01T00:00:00",NULL,"1995-E-MADRID",NULL
"Art & industrie","Musée des beaux-arts, Nantes (FRA)","groupe","1992-01-01T00:00:00","1992-01-01T00:00:00",NULL,"1992-E-NANTES",NULL
"Art & publicité 1890-1990","Centre Georges Pompidou, Paris (FRA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-PARISPOMPIDOU",NULL
"Art 3000","Centre Georges Pompidou, Paris (FRA)","groupe","1991-01-01T00:00:00","1991-01-01T00:00:00",NULL,"1991-E-PARISPOMPIDOU",NULL
"Art and playing - Funsters","Seoul Arts Center, Seoul (KOR)","perso","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-SEOULARTCENTER","sites/default/files/media/images/2006-e-seoulartcenter-2.jpg,sites/default/files/media/images/2006-e-seoulartcenter-3.jpg,sites/default/files/media/images/2006-e-seoulartcenter-4.jpg,sites/default/files/media/images/2006-e-seoulartcenter-1.jpg"
"Art Basel, 2018","Messe Basel - Messeplatz 10, 4005 Basel (CH)","perso","2018-06-14T00:00:00","2018-06-17T00:00:00","The Mayor Gallery (Londres)","2018-E-BASEL",NULL
"Art Brussels","Galerie Suzanne Tarasiève (Paris), Bruxelles (BEL)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-BRUXELLES",NULL
"Art Brussels 2004","Galerie Suzanne Tarasiève, Bruxelles (BEL)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-BRUXELLES",NULL
"Art Brussels 2005","Suzanne Tarasiève et Galerie Art of this Century, Art Brussels 2005, Bruxelles (BEL)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-BRUXELLES",NULL
"Art Brussels 2006","Suzanne Tarasiève, Bruxelles (BEL)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-BRUXELLESARTB",NULL
"Art Central Hong Kong","Central Harbourfront Event Space, 9 Lung Wo Road, Hong Kong","groupe","2015-03-14T00:00:00","2015-03-16T00:00:00","Galerie Puerta Roja","2015-E-HONGKONG",NULL
"Art Elysées","Galerie Messine (Paris), Champs Elysées, Paris (FRA)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-PARISMESSINE2",NULL
"Art Elysées - Art & Design 2016","Avenue des Champs-Elysées - 75008 Paris, (FRA)","groupe","2016-10-20T00:00:00","2016-10-24T00:00:00","Galerie Lélia Mordoch, Galerie Scène Ouverte, Galerie MiniMasterpiece","2016-E-PARISELYSEES","sites/default/files/media/images/2016-e-artelysees2.jpg,sites/default/files/media/images/2016-e-artelysees1.jpg"
"Art ElyséesAvec la Galerie Mordoch","Pavillons, avenue des Champs-Elysées, 75008 Paris (F)","perso","2019-10-17T00:00:00","2019-10-21T00:00:00",NULL,"2019-E-PARISELYSEES",NULL
"Art et sport","Granit Centre d'art contemporain, Belfort","groupe","1988-01-01T00:00:00","1988-01-01T00:00:00",NULL,"1988-E-BELFORTGRANIT",NULL
"Art fractal","Espace Mabel Semmler, Paris (FRA)","groupe","1997-05-14T00:00:00","1997-06-28T00:00:00","Henri-François Debailleux","1997-E-PARISSEMMLER",NULL
"Art fractal","Espace Paul Ricard, 9 rue Royale, 75008 Paris (FRA)","groupe","1997-04-22T00:00:00","1997-05-24T00:00:00","Henri-François Debailleux","1997-E-PARISRICARD",NULL
"Art fractal POIRINO","Centre Culturel Français, Torino et Mulino Poirino, Poirino (ITA)","groupe","1999-01-01T00:00:00","1999-01-01T00:00:00",NULL,"1999-E-POIRINO",NULL
"Art in Motion. 100 Masterpieces With and Through Media","ZKM, Centre d'art et de technologie de Karlsruhe, Karlsruhe, Allemagne","groupe","2018-07-14T00:00:00","2019-02-10T00:00:00","Peter Weibel et Siegfried Zielinski","2018-E-KARLSRUHE",NULL
"Art international Istanbul","Istanbul","groupe","2013-09-16T00:00:00","2013-09-18T00:00:00",NULL,"2013-E-ISTANBUL",NULL
"Art Miami 2011","Art Miami","groupe","2011-11-06T00:00:00","2011-11-09T00:00:00","Galerie Priveekollektie ","2011-E-MIAMI",NULL
"Art multimédia autour de Miguel Chevalier","Art Metz 3e édition, Parc des expositions, Metz (FRA)","perso","2003-01-01T00:00:00","2003-01-01T00:00:00",NULL,"2003-E-METZ",NULL
"Art Numérique","Musée de Saint Brieuc, Saint Brieuc (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-STBRIEUC",NULL
"Art Paris Art Fair 2013","Sem-art Gallery, Grand Palais, Paris ","groupe","2013-07-02T00:00:00","2013-07-02T00:00:00",NULL,"2013-E-PARISGP",NULL
"Art Paris Art Fair 2014","Grand Palais, Art Paris Art Fair, Paris","groupe","2014-03-26T00:00:00","2014-03-29T00:00:00",NULL,"2014-E-PARISGPALEXANDER",NULL
"Art Paris Art Fair 2014","Grand Palais, Art Paris Art Fair, Paris","groupe","2014-03-26T00:00:00","2014-03-29T00:00:00",NULL,"2014-E-PARISGPMORDOCH",NULL
"Art Paris Art Fair 2016","Grand Palais, Paris, France","groupe","2016-03-31T00:00:00","2016-04-03T00:00:00","Guillaume Piens","2016-E-PARISGP",NULL
"Art Paris Art Fair 2017","Grand Palais, Avenue Winston Churchill - 75008 Paris","groupe","2017-03-30T00:00:00","2017-04-02T00:00:00","Galérie Lélia Mordoch","2017-E-PARISGP",NULL
"Art Paris Art Fair 2018","Grand Palais, Avenue Winston Churchill, 75008 Paris, France","groupe","2018-04-05T00:00:00","2018-04-08T00:00:00","Galerie Leïla Mordoch","2018-E-PARISGP",NULL
"Art Paris Art Fair 2019","Grand Palais, Paris (France)","groupe","2019-05-05T00:00:00","2019-05-08T00:00:00","Galerie Lélia Mordoch","2019-E-PARISGRANDPALAIS",NULL
"Art Paris Art Fair 2020","Grand Palais, Paris (FRA)","groupe","2020-09-10T00:00:00","2020-09-13T00:00:00",NULL,"2020-E-PARISGRANDPALAIS","sites/default/files/media/images/739a9995.jpg,sites/default/files/media/images/739a9982.jpg,sites/default/files/media/images/739a9976.jpg,sites/default/files/media/images/739a0023.jpg,sites/default/files/media/images/739a0012.jpg"
"Art Rio 2020","Marina da Glória, Rio de Janeiro (BRA)","groupe","2020-10-15T00:00:00","2020-10-18T00:00:00",NULL,"2020-E-ARTRIO2020",NULL
"Arte Botanica, 2019","Domaine de la Roche Jagu, Ploëzal, Bretagne (France)","groupe","2019-05-11T00:00:00","2019-10-06T00:00:00",NULL,"2019-E-ROCHEJAGU",NULL
"Arte in Francia 1970/1993","Galleria comunale d'arte moderna, Bologne (ITA)","groupe","1994-01-01T00:00:00","1994-01-01T00:00:00","Pierre Restany","1994-E-BOLOGNE",NULL
"Artifices/Artefact","Atelier Arcay, 80-82 rue du chemin vert, 75011 Paris (FRA)","perso","2000-12-15T00:00:00","2001-01-30T00:00:00",NULL,"2000-E-PARISARCAY",NULL
"Artistes & Robots","Grand Palais, Avenue Winston Churchill, 75008 Paris, France","groupe","2018-04-05T00:00:00","2018-07-09T00:00:00","Laurence Bertrand-Dorleac et Jérôme Neutres","2018-E-PARISGPA&R",NULL
"Artistes en France","13 galeries commerciales","groupe","2003-04-14T00:00:00","2003-07-14T00:00:00","(artabsolument) et Clear Channel","2003-E-","sites/default/files/media/images/2003-e-artistesfrancecp2.jpg,sites/default/files/media/images/2003-e-artistesfrancecp1.jpg"
"Artists & Robots","Centre d'art contemporain d'Astana","groupe","2017-06-10T00:00:00","2017-09-10T00:00:00","Jérôme Neutres, directeur de la stratégie et du développement à la RMN-Grand Palais","2017-E-ASTANA",NULL
"Ateliers 88","A.R.C., Musée d'art moderne de la ville de Paris","groupe","1988-04-28T00:00:00","1988-06-26T00:00:00","Suzanne Page","1988-E-PARISA.R.C.",NULL
"Attracteurs étranges","Atelier Ivry","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2010-E-IVRYAETRANGES","sites/default/files/media/images/2010-e-ivryaetranges-1.jpg,sites/default/files/media/images/2010-e-ivryaetranges-2.jpg,sites/default/files/media/images/2010-e-ivryaetranges-3.jpg,sites/default/files/media/images/2010-e-ivryaetranges-4.jpg,sites/default/files/media/images/2010-e-ivryaetranges-5.jpg,sites/default/files/media/images/2010-e-ivryaetranges-6.jpg"
"Attracteurs étranges","Nantes","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2007-E-NANTES","sites/default/files/media/images/2007-e-nantes-1.jpg,sites/default/files/media/images/2007-e-nantes-2.jpg,sites/default/files/media/images/2007-e-nantes-3.jpg,sites/default/files/media/images/2007-e-nantes-4.jpg"
"Au doigt et à l'oeil","Centre Culturel Nicolas Peiresc, Toulon, France","groupe","2011-06-01T00:00:00","2011-10-29T00:00:00","ACONIT","2011-E-TOULON","sites/default/files/media/images/2011-e-toulon3_0.jpg,sites/default/files/media/images/2011-e-bytetoulon_0.jpg,sites/default/files/media/images/2011-e-toulon2.jpg,sites/default/files/media/images/2011-e-toulon1.jpg"
"Au fil du jardin","Bry-sur-Marne","perso","2011-04-20T00:00:00","2011-05-22T00:00:00","Commune de Bry sur Marne","2011-E-BRYSURMARNE","sites/default/files/media/images/2011-sn-brysurmarne3_0.jpg,sites/default/files/media/images/2011-sn-brysurmarne2_0.jpg"
"Autres Natures CHAUMONT","Domaine de Chaumont-sur-Loire, Chaumont-sur-Loire, (FRA)","groupe","2014-04-12T00:00:00","2014-11-02T00:00:00","Chantal Colleu Dumond, direcrice du Domaine de Chaumont sur Loire","2014-E-CHAUMONTSURLOIRE","sites/default/files/media/images/2014-e-chaumontsurloire3.png,sites/default/files/media/images/2014-e-chaumontsurloire1.png,sites/default/files/media/images/2014-e-chaumontsurloire2.png"
"Autres Natures CLERMONT FERRAND","Galerie Claire Gastaud, Clermont-Ferrand (FRA)","perso","1998-01-01T00:00:00","1998-01-01T00:00:00",NULL,"1998-E-CLERMONTFERRANDGASTAUD",NULL
"Autres natures MONTREUIL","Centre d'Art Moderne Espace Mira Phalaina, Maison Populaire, 9 bis rue Dombasle - 93100 Montreuil (FRA)","perso","2001-01-31T00:00:00","2001-03-03T00:00:00","Anna Anguiano","2001-E-MONTREUIL",NULL
"Autres Natures PARIS LORENZ","Galerie Sylvana Lorenz, 13 rue Chapon, 75003 Paris (FRA)","perso","1996-05-11T00:00:00","1996-06-29T00:00:00","Sylvana Lorenz","1996-E-PARISLORENZ","sites/default/files/media/images/1996-e-parislorenzv.jpg"
"Autres Natures SAUMUR","Centre d'art contemporain Bouvet-Ladubay, 49400 Saumur (FRA)","perso","1997-11-08T00:00:00","1998-01-31T00:00:00",NULL,"1997-E-SAUMUR","sites/default/files/media/images/1997-e-saumurv.jpg"
"Bains numériques, 2018","Serrurerie, 6 rue de Mora, 95880 Enghien-les-Bains, (F)","perso","2018-06-13T00:00:00","2018-06-17T00:00:00",NULL,"2018-E-ENGHIENLBAINS",NULL
"BAM Festival","Manège de la Caserne Fonck de Liège, B, Liège (BEL)","groupe","2016-10-20T00:00:00","2016-10-22T00:00:00","BAM Festival","2016-E-LIEGE",NULL
"Bijoux d'Hommes","Galerie MiniMasterpiece, Paris (FRA)","groupe","2013-05-31T00:00:00","2013-10-14T00:00:00","Galerie miniMASTERPIECE","2013-E-PARISMINI1",NULL
"Bru sur Marne","Bru sur Marne","perso","1950-01-01T00:00:00","1950-01-01T00:00:00",NULL,"2011-E-BRUSURMARNE","sites/default/files/media/images/2011-e-brusurmarne-4.jpg,sites/default/files/media/images/2011-e-brusurmarne-3.jpg,sites/default/files/media/images/2011-e-brusurmarne-2.jpg,sites/default/files/media/images/2011-e-brusurmarne-1.jpg"
"Ça ne se représentera plus","Galeries du Cloître, Ecole des beaux-arts, Rennes (FRA)","groupe","2005-01-01T00:00:00","2005-01-01T00:00:00",NULL,"2005-E-RENNES",NULL
"Cabinet Da-End 03","Galerie Da-End, Paris","groupe","2013-05-21T00:00:00","2013-07-20T00:00:00"," Sophie Lekens et Diem Quynh","2013-E-PARISGDAEND",NULL
"Campus Euro(pe) Art","Université Paris X, Nanterre (FRA)","groupe","2002-01-01T00:00:00","2002-01-01T00:00:00",NULL,"2002-E-NANTERRE",NULL
"Caracas","Centro Cultural Chacao, Caracas (VEN)","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2009-E-CARACAS","sites/default/files/media/images/2009-e-caracas-1.jpg,sites/default/files/media/images/2009-e-caracas-2.jpg,sites/default/files/media/images/2009-e-caracas-5.jpg,sites/default/files/media/images/2009-e-caracas-4.jpg,sites/default/files/media/images/2009-e-caracas-3.jpg"
"Cartographies / Paysages","Galerie Akié Arichi, 26 rue Keller 75011 - Paris (FRA)","groupe","2005-02-23T00:00:00","2005-03-30T00:00:00","Galerie Akié Arichi","2005-E-PARISARICHI",NULL
"Cette culture qui vient de la rue","Galerie municipale, Vitry-sur-Seine (FRA","groupe","2000-03-10T00:00:00","2000-05-14T00:00:00","Pierre Restany","2000-E-VITRYSURSEINE","sites/default/files/media/images/2000-cb-culturerue1_1.jpg,sites/default/files/media/images/2000-cb-culturerue2_0.jpg"
"Châssis sérigraphiques","Galerie Isabelle Bongard, Paris (FRA)","groupe","1991-01-01T00:00:00","1991-01-01T00:00:00",NULL,"1991-E-PARISBONGARD",NULL
"Chemins d'Art en Armagnac","Eglise d'Aurens, Castelnau-sur-Auvignon","groupe","2012-05-17T00:00:00","2012-06-17T00:00:00","-","2012-E-AURENS","sites/default/files/media/images/2012-e-csauvignon-4.jpg,sites/default/files/media/images/2012-e-csauvignon-2.jpg,sites/default/files/media/images/2012-e-csauvignon-3.jpg,sites/default/files/media/images/2012-e-csauvignon-1.jpg"
"Chic Art Fair","Galerie Barnoud Docks en Seine, Paris (FRA)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-PARISDOCKENSEINE",NULL
"Cinétisme, Abstraction, Figuration","Galerie Lélia Mordoch, 50 rue Mazarine, 75006 Paris (F)","groupe","2019-09-19T00:00:00","2019-10-05T00:00:00",NULL,"2019-E-PARISMORDOCH2",NULL
"Cité des enfants","Paris","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2008-E-PARISCITEDENFANTS","sites/default/files/media/images/2008-e-pariscitedenfants-1.jpg,sites/default/files/media/images/2008-e-pariscitedenfants-2.jpg,sites/default/files/media/images/2008-e-pariscitedenfants-3.jpg"
"Clouzot et les arts plastiques: une suite contemporaine","Topographie de l'Art, 15 Rue de Thorigny, 75003 Paris (FRA)","groupe","2017-11-17T00:00:00","2018-01-12T00:00:00","Paul Ardenne","2017-PARISTOPOGRAPHIE2",NULL
"Collection / Etape 01","Musée d'Art Contemporain Val-de-Marne, Vitry-sur-Seine (FRA)","groupe","2003-01-01T00:00:00","2003-01-01T00:00:00",NULL,"2003-E-VITRY",NULL
"Colmar","Colmar","perso","1950-01-01T00:00:00","1950-01-01T00:00:00",NULL,"2011-E-COLMAR","sites/default/files/media/images/2011-e-colmar-4.jpg,sites/default/files/media/images/2011-e-colmar-3.jpg,sites/default/files/media/images/2011-e-colmar-2.jpg,sites/default/files/media/images/2011-e-colmar-1.jpg"
"Comme une fleur","Centre Culturel Aragon - Salle Miklos, 88 cours de Verdun, 01100 Oyonnax (FRA)","groupe","2017-05-10T00:00:00","2017-05-11T00:00:00","Centre Culturel Aragon","2017-E-OYONNAX",NULL
"Compkuenstlerg","Künstlerwerkstatt computerunterstützte kunst, Munich (DEU)","groupe","1993-01-01T00:00:00","1993-01-01T00:00:00",NULL,"1993-E-MUNCHENKUNST",NULL
"Complex Meshes 2017","ARTREPUBLIC, 100 N. Laura Street, Jacksonville (USA)","perso","2017-11-01T00:00:00","2017-11-12T00:00:00",NULL,"2017-E-JACKSONVILLE",NULL
"Continent","LMS Gallery, Place du Châtelain 37, 1050 Bruxelles (BEL)","groupe","2017-11-17T00:00:00","2017-12-22T00:00:00",NULL,"2017-E-BRUXELLES",NULL
"Contre nature","Villa Kujoyama, Kyoto (JPN)","perso","1994-01-01T00:00:00","1994-01-01T00:00:00",NULL,"1994-E-KYOTO",NULL
"Couleurs plurielles","Galerie Wagner, Passage de la mer, 96 rue de Paris, 62520 Le Touquet-Paris-Plage","groupe","2017-07-29T00:00:00","2017-09-17T00:00:00","Galerie Wagner","2017-E-PARISWAGNER",NULL
"Croissances & Mutations","Espace Landowski, 28 avenue André Morizet, 92104 Boulogne-Billancourt (FRA)","perso","1998-12-05T00:00:00","1999-01-31T00:00:00","Frank Popper, Espace Landowski","1998-E-BOULOGNEBILLANCOURT","sites/default/files/media/images/1998-e-croissmutprojet.jpg,sites/default/files/media/images/1999-e-boulognebillancourt.jpg,sites/default/files/media/images/img347.jpg,sites/default/files/media/images/1999-e-boulogneespacelandowsky.jpg,sites/default/files/media/images/1998-e-croissmutaffiche_0.jpg,sites/default/files/media/images/1998-e-croissmuttourbillon_0.jpg,sites/default/files/media/images/1998-e-croissmutci.jpg,sites/default/files/media/images/img346.jpg"
"Crossborders","Grand Comptoir de la gare, Metz (FRA)","perso","2007-01-01T00:00:00","2007-01-01T00:00:00",NULL,"2007-E-METZ","sites/default/files/media/images/2007-e-metz-2.jpg,sites/default/files/media/images/2007-e-metz-3.jpg,sites/default/files/media/images/2007-e-metz-4.jpg,sites/default/files/media/images/2007-e-metz-5.jpg,sites/default/files/media/images/2007-e-metz-1.jpg"
"D'Amour et de Vie, la passion, origine de toute création","Centre Culturel de l'Ambassade d'Ukraine en France, Paris (FRA)","groupe","2010-01-01T00:00:00","2010-01-01T00:00:00","-","2010-E-PARISAUKRAINE","sites/default/files/media/images/2010-e-parisaukraine-6.jpg,sites/default/files/media/images/2010-e-parisaukraine-5.jpg,sites/default/files/media/images/2010-e-parisaukraine-1.jpg,sites/default/files/media/images/2010-e-parisaukraine-2.jpg,sites/default/files/media/images/2010-e-parisaukraine-4.jpg,sites/default/files/media/images/2010-e-parisaukraine-4_0.jpg"
"D'un rêve à l'autre","Domaine de Trévarez, 29520 Saint-Goazec (Finistère), (FRA)","perso","2018-11-24T00:00:00","2019-01-06T00:00:00",NULL,"2018-E-TREVAREZ",NULL
"D'une image qui ne serait pas du semblant - La photographie écrite. 1950/2005","Passage de Retz, Paris (FRA)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-PARISRETZ",NULL
"Datacity","Centre des Arts, 12-16 rue de la Libération, 95880 Enghien-les-Bains","groupe","2017-03-29T00:00:00","2017-03-29T00:00:00","Centre des Arts, Enghien-les-Bains","2017-E-ENGHIEN","sites/default/files/media/images/2017-e-enghienv.jpg"
"dbb notaires associés nouvel accrochage","dbb notaires associés, 15 rue Roquepine 75008, Paris (FRA)","groupe","2019-06-06T00:00:00","2020-06-06T00:00:00","dbb ","2019-E-PARISDBB",NULL
"De Calder à Koons, bijoux d'artistes. ","Musée des arts décoratifs, 107 rue de Rivoli, 75001 Paris (France)","groupe","2018-03-07T00:00:00","2018-07-08T00:00:00","Musée des arts décoratifs","2018-E-PARISMAD",NULL
"De l'analogie au numérique","Paris, Galerie Sylvana Lorenz","perso","1988-06-01T00:00:00","1988-07-30T00:00:00","Sylvana Lorenz","1988-E-PARISLORENZ",NULL
"De l'analogique au numérique","Musée d'art et d'histoire, Belfort (FRA)","perso","1992-02-21T00:00:00","1992-04-05T00:00:00",NULL,"1992-E-BELFORT",NULL
"De la nature symbolique aux jardins virtuels","Musée Maurice Denis, Saint-Germain-en-Laye (FRA)","perso","2010-12-07T00:00:00","2011-02-27T00:00:00","Musée Maurice Denis","2010-E-MUSEEMDENIS","sites/default/files/media/images/2010-ff-calendrieravent.jpg,sites/default/files/media/images/2010-e-mdenis-3.jpg,sites/default/files/media/images/2010-e-mdenis-8.jpg,sites/default/files/media/images/2010-e-mdenis-7.jpg,sites/default/files/media/images/2010-e-mdenis-6.jpg,sites/default/files/media/images/2010-e-mdenis-5.jpg,sites/default/files/media/images/2010-e-mdenis-4.jpg,sites/default/files/media/images/invitation_musee_maurice_denis.jpg,sites/default/files/media/images/invitation_musee_maurice_denis1.jpg,sites/default/files/media/images/carte_postale.jpg,sites/default/files/media/images/2010-e-mdenis-1.jpg,sites/default/files/media/images/2010-e-mdenis-2.jpg"
"De leur temps","Musée des Beaux-Arts, Tourcoing (FRA)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-TOURCOINGMBXA",NULL
"De leur temps. Collections privées Françaises","ADIAF, Musée des Beaux-Arts, Tourcoing (FRA)","groupe","2004-01-01T00:00:00","2004-01-01T00:00:00",NULL,"2004-E-TOURCOINGADIAF",NULL
